STATE,ORIG_LABEL,MAP_SYM1,MAP_SYM2,UNIT_LINK,PROV_NO,PROVINCE,UNIT_NAME,UNIT_AGE,UNITDESC,STRAT_UNIT,UNIT_COM,MAP_REF,ROCKTYPE1,ROCKTYPE2,ROCKTYPE3,UNIT_REF
WA,PLQv,POQv,POQv;0,WAPOQv;0,0,,Pliocene-Pleistocene volcanic rocks,Mostly Pleistocene,"Light-gray andesite, andesite porphyry, and open-textured basalt flows with minor associated mudflows and breccia.  Includes restricted areas of valley flow basalt in Snake River Canyon in southeastern Washington and in Spokane area.",Boring lavas; Intercanyon lava; Tieton andesite,Referenced literature does not mention associated mudflows.,WA001,andesite,basalt,,WA001WA007WA014WA016WA067
WA,pT,pT,pT;0,WApT;0,0,,"Pre-Tertiary sedimentary and metasedimentary rocks, undivided","Mostly Early Cretaceous to Middle Jurassic, possibly includes minor Eocene rocks","Graywacke, argillite, phyllite, chert, talc, and graphite schist; some faulted-in blocks of serpentinite and greenstone.  Includes minor limestone on San Juan Island.",Denny Formation; Haystack terrane; Constitution Formation (in part: San Juan and Shaw Islands); Darrington Phyllite (in part); Chuckanut Formation (in small part),"Huntting and others, 1961, originally listed ""Leech River Group"" in the stratigraphy of this unit; obsolete term and now considered part of the Lummi (see WAJK, WAJKs, and WAJKv) and Constitution Formations (see also WATR).  Late Cretaceous metamorphic assemblages of prehnite, lawsonite, and aragonite are well developed in the Constitution and a prehnite isograd has been recognized (Brandon and others, 1988).  Note that Brandon and others, 1988, does NOT mention limestone within the Constitution Formation and because of this, I do not include it in the lithology coding below.  Also note that most of the Darrington Phyllite is in unit WApJph (rather than this one) with the exception of some outcrops in the western part of Whatcom and Skagit Counties (Lapen, 2000); similarly there appears to be a little Chuckanut Formation in this unit though most of it is within unit WAEPKc (Whetten and others, 1988).  The Denny Formation consists of a few relatively small outcrops in Kittatas County adjacent to the Guye Formation (of which it was once thought to belong--see unit WAEPKc); the outcrops are primarily marble with interbedded hornfels (Foster, 1960).  None of the referenced literature mentioned talc.",WA001,graywacke,greenstone,phyllite; argillite; serpentinite; metasedimentary rock; mudstone; schist; chert; talc; basalt; dacite; marble; hornfels,WA001WA040WA043WA075WA076WA078WA081WA082WA083
WA,pTb,pTb,pTb;0,WApTb;0,0,,Pre-Tertiary ultrabasic intrusive rocks,Late-Jurassic,"Peridotite and pyroxenite; generally altered partly or completely to serpentine.  Includes serpentinite and saxonite on Sumas Mountain, Whatcom County.",Fidalgo Complex (in part); Ingalls Tectonic Complex (in part); Chopaka Intrusive Complex (in part),"The Fidalgo group is located on the San Juan Islands; the Ingalls Tectonic Complex is located in central Washington and makes up the bulk of this unit.  The Ingalls Tectonic Complex represents an ophiolite with facies grading from greenschist and zeolitic (prehnite-pumpellyite) to hornfels at its contact with the Mt. Stuart batholith (Tabor and others, 1982, 1987).  Dragovich and others, 2002, reports that most of this unit is metamorphosed to talc-, tremolite-, or anthophyllite-bearing rock near plutons to silica-carbonate rock near faults.  The referenced literature does not specify facies for each lithology, but I would assume that all of the above grades can be applied to almost all the lithologies though relative quantities of each lithology and facies combination are unknown; hence I do not specify facies in the lithology coding.",WA001,serpentinite,peridotite,pyroxenite; hornfels; schist; amphibolite; granofels; greenstone; phyllite; diorite; gabbro,WA001WA023WA040WA043WA057WA059WA060WA075WA090
WA,pTbi,pTbi,pTbi;0,WApTbi;0,0,,Pre-Tertiary basic intrusive rocks,Triassic-Permian,"Predominantly gabbro and metagabbro; includes hornblendite, peridotite, and pyroxenite.  In Nighthawk district and near 49th Parallel in Okanogan County and in Orient district of Stevens County.","Ashnola gabbro, Palmer Mountain greenstone; Chopaka Intrusive Complex (in part)","Includes metagabbro, metadiabase, and metanorite in Okanogan County and very minor quartz diorite and diorite in Stevens County.  Includes basalt and granodiorite dikes within Asnola gabbro and alaskitic to granodioritic dikes within Palmer Mountain greenstone.",WA001,amphibolite,gabbro,gneiss; hornblendite; peridotite; pyroxenite; greenstone; basalt; granodiorite,WA001WA023WA034WA058WA090
WA,pTd,pTd,pTd;0,WApTd;0,0,,Pre-Tertiary dunite intrusive rocks,Middle Jurassic,Dunite associated with serpentine on Cypress Island in San Juan Islands and on Mount Chopaka near Oroville in Okanogan County.,Fidalgo Complex (in part),"Huntting and others, 1961, does not map any WApTd unit on Mount Chopaka (there is WApTb, however, which contains peridotite).",WA001,dunite,,,WA001WA075
WA,pTm,pTm,pTm;0,WApTm;0,0,,"Pre-Tertiary metamorphic rocks, undivided",Probably Permian,"Schist, gneiss, marble, quartzite, amphibolite, greenstone, metaconglomerate, graywacke; includes metasedimentary, volcanic, and intrusive rocks.  Some areas, as on San Juan Islands, show little if any metamorphism.","Anarchist series (Bullfrog Mountain Formation, Spectacle Formation); Turtleback complex (in small part); Fildalgo complex (in small part); Chiwaukum Schist (in part)","Outcrops in Okanogan County are mostly metasedimentary rocks, including metawacke, metalimestone, metadolostone, metasiltite, meta-argillite, and metaconglomerate, as well as black slate, phyllite, gneiss, schist, quartzite, amphibolite, and greenstone; outcrops near Spokane consist of phyllite, metalimestone, quartzite, and metasiltite, with alteration to calc-silicate rocks, schist, marble, and hornfels (Stoffel and others, 1991).   Tonalite and gabbro in San Juan Islands and possibly in Chelan County (Brandon, 1989)",WA001,metasedimentary rock,schist,gneiss; marble; quartzite; amphibolite; greenstone; phyllite; calc-silicate rock; slate; limestone; tonalite; gabbro; hornfels,WA001WA023WA029WA034WA075
WA,pTv,pTv,pTv;0,WApTv;0,0,,"Pre-Tertiary volcanic rocks, undivided",Probably mostly Jurassic,"Andesite and basalt flows, and greenstone; includes minor interbedded limestone, arkose, quartzite, and chert beds.",,"Tabor and others, 1982, maps the outcrops in central Washington as diabase and gabbro with some recrystalization to amphibolite; they assign these rocks to the Ingalls Tectonic Complex and consider them to be Early Cretaceous to Late Jurassic in age.  Dragovich and others, 2002, describes this central outcrop as metamorphosed diabase, gabbro, diorite, and basalt, locally mylonitic, with minor argillite and chert.Huntting and others, 1961, lists ""Eagle Cliff porphyrite"" among the stratigraphic units in this unit and indicates that it is found in the San Juan Islands; however, they do not map any outcrop of this unit in the San Juan Islands.",WA001,greenstone,schist,metasedimentary rock; diorite; chert; argillite; quartzite; marble; metavolcanic rock; gabbro; amphibolite; ultramafic intrusive rock; serpentinite,WA001WA059WA075
WA,PZl,PZl,PZl;0,WAPZl;0,0,,"Lower Paleozoic rocks, undivided",Paleozoic; likely Ordovician,"Predominantly gneiss and schist in northern Ferry County.  Quartzite, partly interbedded with dolomitic and calcitic marble, lime-silicate gneiss, and amphibolite; including in places forsterite marblean diopside marble, quartz-biotite-sillimanite schist and sillimanite-orthoclase gneiss in northeastern Ferry County.  Quartzite with overlying limestone in southeastern Stevens County.  Some upper Paleozoic and Precambrian rocks may be included.",Eagle Mtn Quartzite; Grand Fork Schist,"Eagle Mtn Quartzite in southeastern Stevens County; difficult to distiguish from Addy or Colville Quartzites.   The rest of this unit makes up part of the Tenas Mary Creek and Kettle metamorphic core complexes (see also WAPZu).   Because both this unit and WAPZu contribute to these metamorphic complexes, they are likely to be of similar age.  Very vague ages are reported for this unit, however (see age coding), thus the age range is very large.",WA001,orthogneiss,paragneiss,quartzite; schist; marble; amphibolite; limestone,WA001WA019WA070
WA,PZu,Pzu,Pzu;0,WAPzu;0,0,,"Upper Paleozoic rocks, undivided",Ordovician,"Mostly graywacke, interbedded quartzite and phyllite, greenstone and serpentine, and black shale with minor limestone.  Some quartz-mica schist in Bald Knob area of Ferry County.  Schist, gneiss, and amphibolite in other parts of Ferry County.  Some rocks of lower Paleozoic age, possibly Precambrian, and Mesozoic may be included.",Colville Quartzite; Covada group; Mission argillite,"Stoffel and others, 1991, report that while the term ""Mission argillite"" was once widely used, it has since been abandoned.  Outcrops in the northern half of Ferry County make up part of the Tenas Mary Creek and Kettle metamorphic core complexes (see also WAPZl).",WA001,wacke,quartzite,schist; orthogneiss; arenite; argillite; phyllite; limestone; conglomerate;  metasedimentary rock; chert; greenstone; serpentine,WA001WA019WA023WA070WA071WA072WA073
WA,Qa,Qa,Qa;0,WAQa;0,0,,Alluvium,Holocene,"Mostly unconsolidated silt, sand, and gravel valley fill with some clay; includes low-level terrace, marsh, peat, artificial fill, and glacial deposits locally.",,,WA001,alluvium,alluvial terrace,peat; glacial drift,WA001
WA,Qc,Qc,Qc;0,WAQc;0,0,,Quaternary nonmarine deposits,Pleistocene,"Predominantly a well-cemented, heterogeneous mixture of volcanic gravel, sand, silt, and clay.  Contains some till and in western Washington is commonly deeply weathered.",Logan Hill Formation; Cowiche gravel; Palouse Formation,"Loess is of Palouse Formation (see also WAQce).  Unit is fluvial to glaciofluvial in origin (Roberts, 1958).  Primarily located near Chehalis and Yakima.  Large deposit near Chehalis is primarily gravel and sand outwash with minor silt and clay (Logan Hill Formation); deposit near Yakima may include some of the Thorp Gravel (see WAMPLc) (Walsh and others, 1987).  ",WA001,alluvium,till,loess,WA001WA007WA050WA051WA096
WA,Qce,Qce,Qce;0,WAQce;0,0,,Quaternary nonmarine deposits,Pleistocene,"Periglacial eolian deposits.  Buff to light-brown, massive, homogenous, unconsolidated loessial silt; some water-laid material locally.  Probably early Pleistocene.",Palouse Formation,"""Water-laid material locally"" probably refers to glaciolacustrine deposits (eskers, outwash flood) from late Pleistocene-Holocene (Spokane?) glaciation which carved the Channeled Scablands (coulees and dry valleys in Columbia Plateau).  Located primarily in Channeled Scablands.",WA001,loess,glaciolacustrine,,WA001WA002WA005WA006
WA,Qcl,Qcl,Qcl;0,WAQcl;0,0,,Quaternary nonmarine deposits,Pleistocene,"Periglacial lacustrine deposits.  Light-brown, well-sorted and bedded clayey sandstone and sandy clay with interbeds of volcanic ash and calcareous cemented gravels.",Ringold Formation,"Ringold Formation consists of fluvial and lacustrine fanglomerate, conglomerate, sand, silt, clay with minor tephra.  Finer materials make up a larger proportion of the Formation but in relatively unknown abundances (Grolier and Bingham, 1971, Schuster and others, 1987).  Located near Potholes Reservoir (Ringold) and near Vancouver.",WA001,lake or marine deposit  (non-glacial),conglomerate,volcanic ash,WA001WA005WA095
WA,Qe,Qe,Qe;0,WAQe;0,0,,Eolian deposits,Holocene,Active dune sand; includes beach sand along southwestern Washington coast.,,"Includes minor estuarine deposits (Walsh and others, 1987); refered to as ""mud flat"" in lithology.",WA001,beach sand,dune sand,mud flat,WA001WA007
WA,Qg,Qg,Qg;0,WAQg;0,0,,"Glacial drift, undivided",Pleistocene,"Glacial and glaciofluvial sand, gravel, and till; includes alpine glacier outwash and till as well as some Recent alluvium.","Nespelem silt (in part); Salmon Springs Stade: Wingate Hills Drift, Hayden Creek Drift; Vashon Drift (in part); Sumas Drift","Primarily located in northeast Washington with some deposits along the Skagit River and near Eatonville.  The Hayden Creek and Wingate Hill Drifts are alpine glacial deposits.  The drift in northeast Washington was deposited by the Cordilleran Ice Sheet in Late and pre-Late Wisconsin (Stoffel and others, 1991).  Most deposits are gravel to fine-grained sand.  Finer-grained material (silt and clay) is incidental.  ",WA001,glacial drift,till,outwash; alluvium,WA001WA023WA096
WA,Qg1,Qg1,Qg1;0,WAQg1;0,0,,Younger glacial drift,Pleistocene,"Younger glacial drift, undivided.  Till, outwash, and associated deposits; sorted and unsorted sand, gravel, silt, and clay.  Includes some alluvium.",Vashon drift; Possession Drift (in part); Whidbey Formation (in small part),"Includes nonglacial sediments and peat beds locally.  Example: Whidbey Formation in Central Puget Lowland; peat beds in Vashon Stade.  Principally Wisconsin in age.Difficult to distinguish from Qg2 by lithology; distinction is in age difference only.  Some stratigraphic units may occur in both units, regardless of age.  ",WA001,till,outwash,alluvium; peat,WA001WA002WA003WA096
WA,Qg1o,Qg1o,Qg1o;0,WAQg1o;0,0,,Younger glacial drift,Pleistocene,"Advance and recessional outwash, stratified drift, and associated deposits.  Primarily silt, sand, and gravel with some clay.  Includes alluvium locally and scabland deposits of eastern Washington.","Vashon Drift: outwash member, Steilacoom gravels; Washtucna gravel; Sumas Drift (in part)",Principally Wisconsin in age.  Includes outburst flood deposits from glacial Lake Missoula in the Channeled Scablands.,WA001,outwash,stratified drift,alluvium,WA001WA002WA004WA005WA006WA023WA096
WA,Qg1t,Qg1t,Qg1t;0,WAQg1t;0,0,,Younger glacial drift,Pleistocene,"Till.  Hard, blue-gray to gray concrete-like mixture of clay, silt, sand, and gravel deposited as end or recessional moraine.  Principally Wisconsin in age.",Vashon drift (moraine and till members); Sumas Drift (in part),"Possibly some outwash from the Fraser Glaciation (which encompassed the Vashon and Sumas Stades) occurs in this unit; most of it, however, is mapped within WAQg1o.",WA001,moraine,,,WA001WA002WA096
WA,Qg2,Qg2,Qg2;0,WAQg2;0,0,,Older glacial drift,Pleistocene,"Till, outwash, and associated interglacial deposits; sorted and unsorted gravel, sand, silt, and clay.  Includes peat beds and non-glacial sediments locally.  Mostly pre-Wisconsin in age.  ","Admiralty clay, drift, till; Orting gravel/Drift; Puyallup Sand/Formation; Whidbey Formation; Possession Drift (in part); Stuck drift? Double Bluff Drift? Alderton Formation?","Peat beds and non-glacial sediments are represented by Puyallup Sand/Formation, possibly by the Alderton Formation which is known only in the southern Puget Lowland (Easterbrook, 1986).This unit is difficult to distinguish from Qg1 by lithology; distinction is in age difference only.  Some stratigraphic units may occur in both units, regardless of age.  The Stuck Drift, Double Bluff Drift, and Alderton Formation (question marked) are tenatively included in this unit because they are pre-Wisconsin and because they have been mapped with other stratigraphic units in this unit.  In general, these deposits are rare relative to younger deposits (see WAQg1, WAQg1o, WAQg1t, and WAQg) because most of the sediment was eroded or buried by subsequent glacial advances.",WA001,till,outwash,peat; lake or marine deposit (non-glacial); alluvium; mudflow; lahar,WA001WA002WA051WA096
WA,Qgl,Qgl,Qgl;0,WAQgl;0,0,,Glaciolacustrine deposits,Pleistocene,"Fine-grained sand and silt, well-stratified, with some gravel, clay, and diatomaceous earth.  Contains clastic dikes in Walla Walla area.",Nespelem silt (in part),Recent maps show part of this unit near Walla Walla covered with Quaternary loess (periglacial) and minor Holocene dune sand and alluvium (nonglacial) as well as outburst flood deposits from glacial Lake Missoula.  Some flood deposits also have ash layers or tephra deposits.,WA001,glaciolacustrine,alluvium,volcanic ash,WA001WA004WA005WA023
WA,Qs,Qs,Qs;0,WAQs;0,0,,Landslide and mudflow deposits,Holocene,Predominantly landslide debris.  Includes till-like mudflow deposits of andesitic rock fragments in clayey sand matrix in Buckley-Enumclaw area of Kind and Pierce Counties.,Osceola mudflow ,Andesitic mudflows are lahar-type deposits associated with Mt. Rainier.,WA001,landslide,lahar,,WA001WA005WA016WA096
WA,Qt,Qt,Qt;0,WAQt;0,0,,Terrace deposits,Pleistocene,Unconsolidated to partly consolidated fluvial and glaciofluvial sand and gravel with minor amounts of silt and clay.  Includes marine terrace along west coast of the Olympic Peninsula.,Montesano series,"Montesano Formation is much older--perhaps ""Montesano series"" (as listed in Huntting and others, 1961) refers to sediments sourced in this Formation.  Terrace deposits are composed of gravel, pebbles, boulders in a sandy matrix; along the Cowlitz River, the deposits are 50 to 70 ft thick and are cemented with limonite derived from ground water (Roberts, 1958). Tabor and Cady, 1978, map most of this unit as morainal and stratified deposits from the continental ice sheet or Olympic alpine glaciers with river terraces which may or may not be related to glaciation.  The Hoh Formation has been mapped within this unit (along the western coast of the Olympic Peninsula), presumably where it is exposed underneath the glacial and terrace deposits (Rau, 1979, Dragovich and others, 2002); I have chosen not to include it in this unit description but a small portion of it is included in unit WAMZT--see cited references above for more information.  Similarly small pieces of the Quillayute Formation may be exposed within this unit but are not included in the description of this unit--again see Rau, 1979, and Dragovich and others, 2002, for more information.",WA001,glacial drift,terrace,,WA001WA045WA050WA075WA084WA089
WA,Qv,Qv,Qv;0,WAQv;0,0,,Pleistocene-Recent volcanic rocks,Pleistocene to Holocene,"Predominantly dark-gray to black vesicular basalt; olivine-rich in part.  Includes andesite flows and pyroclastic rocks of Mount Baker, Glacier Peak, Mount Rainier, Mount Adams, Mount St. Helens, and all cinder cones in southern part of the State.  Also includes some Recent flows southeast of Mount St. Helens.",,"In general, the oldest flows are primarily basalitic (most prevalent in the large flows adjacent to Mt. Adams) and the younger flows and breccias of all of the peaks are predominantly andesite and dacite.  Does not include lahars associated with Mt. Rainier (see WAQs).""Columbia lavas"" and ""Midway volcanic group"" included in stratigraphic units of source map (Huntting and others, 1961), though unmentioned in recent literature.",WA001,basalt,andesite ,dacite; rhyolite,WA001WA007WA016
WA,SD,SD,SD;0,WASD;0,0,,Silurian-Devonian rocks,Silurian-Devonian,"Mainly black argillite; some limestone, thin beds of conglomerate, sandstone, quartzite, and dolomite.  Rocks confined to northwestern Pend Oreille County and adjacent Stevens County.  Silurian age based on Monograptus and corals of several unusual genera; Devonian age based on coral fauna.",Ledbetter Slate (in part),"This unit mapped as Ledbetter Slate by Park and Cannon, 1943; mapped as separate units by Joseph, 1990a.",WA001,metasedimentary rock,conglomerate,slate,WA001WA018WA071
WA,Tas,Tas,Tas;0,WATas;0,0,,Tertiary alkali intrusive rocks,Probably Eocene,"Syenite sills in Phalen Lake area, northwestern Stevens County.  Porphyritic syenite in Danville area of Northern Ferry County.",,"Syenite sills in Stevens County more precisely defined as leucocratic shonkinite (Yates and Engels, 1968); porphyritic syenite of Danville area (often referred to as Alkalic rocks of Shasket Creek) more precisely defined as hornblende syenite, pyroxene or nephaline syenite, shonkinite, and monzonite (Stoffel, 1990, Parker and Calkins, 1964).Small polygon in northern Ferry County tagged as WAEv1b in digital coverage is really WATas in original map.",WA001,syenite ,,,WA001WA021WA053WA070
WA,Tc,Tc,Tc;0,WATc;0,0,,"Tertiary nonmarine rocks, undivided",Tertiary; mostly Eocene,"Sandstone, shale, conglomerate, agglomerate, and tuff; includes some lava flows.  Massive conglomerate, sandstone, siltstone, and ferruginous shale in northwestern Whatcom County.",Sheep Creek conglomerate; Tiger Formation; Sanpoil volcanics (in part); Huntingdon Formation,,WA001,conglomerate,tuff,sandstone; shale; volcanic breccia (agglomerate); lava flow; claystone; siltstone,WA001WA018WA023WA024WA028WA033WA034WA053WA071WA075
WA,Td,Td,Td;0,WATd;0,0,,Tertiary dunite intrusive rocks,Late Cretaceous,"An intimate mixture of saxonite and dunite, partly serpentinized; Twin Sisters mountain area of Whatcom and Skagit Counties.  Predominantly dunite and associated serpentinite in Jumbo Mountain area of central Snohomish County.",Twin Sisters dunite,"May be referred to no more specifically that as peridotite; may also be reported as harzburgite.  Occurs as pods, lenses, and ""tectonically emplaced bodies"" (Dragovich and others, 2002); Twin Sisters Dunite is a ""plate-like body"" (Tabor and others, 1994). Pyroxenite occurs very rarely.",WA001,dunite,serpentinite,serpentinite,WA001WA075WA080WA082
WA,Tg,Tg,Tg;0,WATg;0,0,,Tertiary granitic rocks,Probably mostly Eocene; ranges from Miocene to Paleocene,"Granite, quartz monzonite, quartz diorite, granodiorite, and trondhjemite.  Includes dacite porphyry and granite breccia near Bumping Lake, Yakima County.",Chilliwack granodiorite and quartz diorite; Golden Horn batholith; Silver Star granodiorite; Snoqualmie granodiorite; Index batholith; Grotto batholith (possibly the same as Snoqualmie); Oval Peak batholith; Fawn Peak stock; Pasayten stock-dike; Monument Peak stock; Castle Peak stock; Lost Peak stock,"The intrusive volcanic rocks near Bumping Lake include hypabyssal dacite, rhyolite, and andesite (Walsh and others, 1987).",WA001,granodiorite,granite,quartz monzonite; quartz diorite; tonalite; trondhjemite; dacite; andesite; rhyolite; gabbro,WA001WA007WA016WA023WA036WA037WA039WA040WA041WA043WA054WA067
WA,Ti,Ti,Ti;0,WATi;0,0,,"Tertiary dikes, sills, and small intrusive bodies",Middle to Late Tertiary,Dikes are commonly diabase; plugs and sills are generally andesite porphyry and dacite.,Sheppard granite (in part); Scatter Creek Formation (in part); Wild Mountain Quartz Diorite,"Intrusive bodies in northern Ferry County mostly Scatter Creek quartz monzonite, Scatter Creek Rhyodacite, and minor diorite.  Large outcrop in Okanogan County is granitic.  Basalt intrusions (sills) in Pacific County, possibly correlative with Columbia River Basalt Group (see WAMv) (Snavely and others, 1973).  Includes very small outcrop in southern Stevens County which has been mapped as Gerome Andesite (note, however, that Stoffel and others, 1991, report that while the term ""Gerome Andesite"" was once widely used, it has since been abandoned).  Also includes andesite porphyry (hypabyssal phase of Fifes Peak andesite--see WAOLMv) of Warren, 1941, as well as hypabyssal volcanic rocks northwest of Mt. Adams (Walsh and others, 1987).  Gabbro and diabase dikes and sills on the Olympic Peninsula (Dragovich and others, 2002).",WA001,quartz monzonite,granite,basalt; quartz diorite; rhyodacite; tonalite; gabbro; andesite; dacite; rhyolite,WA001WA007WA015WA019WA021WA022WA023WA034WA048WA049WA053WA056WA069WA075
WA,TKbi,TKbi,TKbi;0,WATKbi;0,0,,Tertiary-Cretaceous basic intrusive rocks,Cretaceous-Jurassic,Diorite and gabbro in western Snohomish County.,,"Tabor and others, 1993, maps this as greenstone and metadiabase with metagabbro, argillite, and sandstone, and may include metatonalite, gabbro, flasar gneiss, amphibolite and hornblendite.  Similarly mapped as such by Dragovich and others, 2002.  Because greenstone is mentioned first in the above descriptions, I am assuming that it is more prevalent than metadiabase with the caution that the referenced literature does not explicitly say this is the case.  This unit is considered part of the Western melange belt.  ",WA001,greenstone,diorite,gabbro; argillite; sandstone; tonalite; flaser gneiss; amphibolite; hornblendite,WA001WA043WA075
WA,EPKc,TKc,TKc;0,WATKc;0,0,,Paleocene-Cretaceous nonmarine rocks,Eocene (see age coding),"Brown-gray to light-gray, medium- to course-grained massive cross-bedded arkose with interbedded conglomerate and siltstone.  Contains several coal seams in Whatcom County.  Iron-rich laterite at base near Cle Elum and Blewett Pass in Kittitas and Chelan Counties.",Chuckanut Formation; Guye Formation; Pipestone Canyon Formation; Swauk Formation; Chumstick formation,"Two polygons on the digital coverage are tagged as TKc (the original name of this unit).Chumstick formation is usually referred to as Swauk formation but is younger in age (middle Eocene as opposed to early Eocene) (Tabor and others, 1987).  ",WA001,arkose,shale,conglomerate; coal; siltstone; tuff,WA001WA025WA039WA040WA041WA043WA057
WA,TKg,TKg,TKg;0,WATKg;0,0,,Tertiary-Cretaceous granitic intrusive rocks,Early Tertiary-Late Cretaceous,"Granite, granodiorite, trondhjemite, and quartz diorite.  Late Cretaceous and/or early Tertiary.",Black Peak Batholith; Ruby Creek Plutonic Belt (minus the Ruby Creek migmatites which are mapped in WApJsc),"Black Peak Batholith of Okanogan County comprised of tonalite and tonalitic gneiss (Miller, 1987, Dragovich and others, 2002).  Other workers have reported it to be quartz diorite with diorite, granodiotite, and orthogneiss  (Barksdale, 1975).  The contact between the Black Peak Batholith and the Skagit Gneiss to the south is really a gradual transition from one rock type to the other (Adams, 1964).  The plutons in Ferry County are mostly quartz monzodiorite but range in composition from granodiorite to monzogabbro; include incidental granite and intrude into meta-igneous rocks, including orthogneiss and calc-silicate schist (Stoffel, 1990)",WA001,quartz monzodiorite,granodiorite,tonalite; quartz diorite; trondhjemite; granite; orthogneiss; gabbro; schist,WA001WA023WA037WA039WA041WA064WA070WA072WA075WA082
WA,TKv,TKv,TKv;0,WATKv;0,0,,Upper Cretaceous-lower Tertiary volcanic rocks,Late Cretaceous,"Dark-gray to green andesite tuff, breccia, and flows in Methow River area of Okanogan County.",Midnight Peak (in part),"Estimated thickness is 10,400 ft, but can be as little as 500 ft. thick (Barksdale, 1975).",WA001,andesite ,sandstone,,WA001WA041
WA,TR,TR,TR;0,WATR;0,0,,"Triassic sedimentary rocks, undivided",Triassic with Permian where impossible to differentiate,"Predominantly limestone, marble, and dolomite near Riverside in Okanogan County.  Conglomerate, shale, graywacke, gritstone, and limestone on San Juan Island.  Siltstone with greenstone locally on Orcas Island.  Graywacke conglomerate, cherty greenstone, and limestone in northern Ferry County.",Haro Formation; Martin Bridge Limestone; Constitution Formation (in part: Orcas Island); Orcas chert (in part),Limestone and dolomite in Asotin County (Martin Bridge Limestone).  San Juan Islands consist mostly of metasedimentary rocks (see lithology coding).,WA001,limestone,dolostone (dolomite),metasedimentary rock; marble; conglomerate; slate; sandstone; siltstone; greenstone; chert; argillite,WA001WA021WA027WA029WA033WA075
WA,TRJ,TRJ,TRJ;0,WATRJ;0,0,,Upper Triassic and/or Lower Jurassic Marine Rocks,Cretaceous-Triassic,"Conglomerate, gritstone, graywacke, and carbonaceous argillite of northwestern Whatcom County.",Bald Mountain Formation,,WA001,conglomerate,arenite,graywacke; argillite,WA001WA026WA075WA086
WA,Ts,Ts,Ts;0,WATs;0,0,,Tertiary marine and nonmarine rocks,Eocene,"Predominantly light-gray to olive-gray, fine to course-grained, thick-bedded sandstone with laminae to thick beds of medium dark gray siltstone, in northern Olympic Peninsula.  Probably late Eocene to Miocene.",,,WA001,sandstone,siltstone,conglomerate; tectonic melange,WA001WA010WA045WA075WA084
WA,Tv,Tv,Tv;0,WATv;0,0,,"Tertiary volcanic rocks, undivided",Mostly Oligocene-Eocene,"Includes andesite, basalt, and rhyolite flows, and associated pyroclastic rocks.  In isolated areas across the northern part of the State.",Pend Oreille andesite; Twin Peaks Andesite (in part); Eagle Tuff,"Stoffel and others, 1991, report that while the term ""Pend Oreille andesite"" was once widely used, it has since been abandoned.  This unit appears to be primarily andesite, followed closely and possibly matched by dacite; rhyolite occurs only incidentally; no mention of basalt in referenced literature.",WA001,andesite,dacite,rhyolite,WA001WA023WA024WA033WA034WA043WA072
WA,uTv,uTv,uTv;0,WAuTv;0,0,,"Upper Tertiary volcanic rocks, undivided",Miocene-Oligocene,"Mostly massive andesite flows, flow breccia, and pyroclastic material; includes some basalt flows and sedimentary rocks.",,"Smith, 1993, indicates that much of this is Oligocene dacite.  ",WA001,dacite,andesite,rhyolite; sandstone; siltstone; conglomerate,WA001WA044WA075
WA,OW,water,water;0,WAwater;0,0,,water,Holocene,water,,,WA001,water,,,WA001
